105769064,3173223281,7
851850004847353856,14135350,9
1020163440,175083764,9
96052883,39344374,9
402478129,922305473449041920,9
53716257,813286,9
29217828,92408522,9
2645908047,2281143074,9
3640650913,47285504,9
912366222452420609,12612432,9
620583858,813286,9
893646009867415553,813286,9
823700378302685185,1098119053,9
44228523,14437914,9
312030298,3110447832,9
328706866,14780915,9
2444574602,12034642,9
15996789,54257746,9
4852013265,165511377,9
718378976016785408,21272440,9
2423809118,19918353,9
961465194,778479992,9
594233415,308906330,9
1355203706,2347049341,9
40165461,19722699,9
592877135,19881931,9
732041910877978624,1917731,9
16703789,25073877,9
856177597595742208,23879043,9
881174262983254016,842550390818201600,9
2278607323,143104075,9
1935813571,435047210,9
37924671,17494010,9
702911982932926465,155748301,9
776134613886349312,18916432,9
98296223,24457744,9
266134607,15249166,9
234685222,75316454,9
2770650046,78523300,9
386215505,288277167,9
1478036120,2327971734,9
22302444,119491006,9
436683755,3961471157,9
164075606,17525171,9
3987328893,807095,9
14634993,34713362,9
18094524,18094524,9
871367023237906432,887796945024040961,9
823328210670813184,4207961,9
390532129,15891430,9
1621583294,896954077388693504,9
2757457271,14247236,9
80590032,39344374,9
250395951,53503202,9
342477601,32871086,9
854332344,15459499,9
3847661,14190948,9
873919885096693761,3131243261,6
278163992,3131243261,6
906421950410608641,10876852,3
248559786,1367531,9
65629564,20118767,9
15111811,148116121,9
3137648726,1167735445,9
630617775,2868929914,9
126065729,119837703,9
1742083898,1339835893,9
4476228737,1367531,9
928420810565459969,271957908,9
3115992767,87818409,9
16103311,43351070,9
3425297541,745653260594315265,9
2579447023,707518538,9
137228972,432051778,9
432314719,41561657,9
856614329554132993,857434771441434625,9
3075980948,1135464354,9
500309003,345673473,9
2438061894,119061808,9
2239450742,26703365,9
2308474194,1298457103,9
939029936,87866316,9
904092014714781697,3402249335,9
3347020744,3347020744,9
286158188,1544387514,9
4150342213,62132257,9
2246282269,2923132347,9
128704601,1447286612,9
2238496496,63025490,9
4098100355,149346219,9
527523566,527523566,9
366260560,36192085,9
342972580,3226413852,8
343877038,15012486,9
856719098,49698134,9
796486377865146372,2467791,9
231150279,21951518,9
3304656766,3223426134,9
3351031745,2467720274,9
26051165,4114871654,9
2378092363,1098119053,9
95515159,34036358,9
906592245977112577,291774022,8
4862195348,3050271631,9
2841660991,2923138983,8
282311572,372536101,7
411259340,13918492,7
844636448699695104,427707249,5
311852376,70144495,3
32294529,817415801934401536,9
2281074463,85648405,9
512417432,15012486,9
2408067523,759251,9
34520627,4267082849,9
32294529,817415801934401536,9
2476178880,18089606,8
20433598,25605222,8
29487608,321710167,8
27734496,15012486,8
15335534,150078976,8
512417432,15012486,8
880748584152571904,869333058876559361,9
940618554562445318,14338147,9
2199148657,2325706010,9
544754481,14338147,9
846380579885076480,72877467,9
4855095035,4848952816,9
908023549859901441,708110208,9
83251319,14338147,9
961399927,14338147,9
4831539556,2207129125,9
2781390386,14338147,9
896550423066284033,33923443,9
936858383595876353,14338147,9
1409384809,18373034,0
388361726,50769180,0
18182210,296963198,0
1713639121,296963198,0
2725382241,4083414617,0
994029842,296963198,0
1022035213,3170659367,0
379950087,296963198,0
21309088,4083414617,0
197305807,296963198,0
68462076,634733232,0
68462076,634733232,0
18297432,82980281,0
313879152,33802943,0
68462076,634733232,0
600872775,577483021,0
1514457786,4083414617,0
1514457786,296963198,0
852266571942723586,342378626,9
3313720503,195271137,6
1340732064,22129280,6
67083065,16303106,3
844475964276944896,759251,1
861122486431227905,759251,1
35599836,35599836,9
1289278584,782994185200734210,9
3095967447,875419460127137796,9
3323179564,1539165624,9
3882514408,782994185200734210,9
898617824045748224,727018187137523713,9
788592814502313984,931916738291056640,9
2827518815,100297756,9
871343731722428416,874203425159827456,9
260394428,66177353,9
742222308,2249782302,9
71116296,18999854,9
927345811272425473,830451762813403139,9
2591041105,874203425159827456,9
3307459369,133856139,9
3307459369,262794965,8
3307459369,394478581,8
803019134867013632,183402623,8
40576466,32513057,8
1405960064,3073572286,8
635768261,24838521,8
462258486,4885733777,8
234355472,851461635277455360,8
1572306571,371966304,7
462258486,4885733777,7
175282603,13185042,7
723456781,2327859997,7
3307459369,2346467943,7
40971127,1038808057,7
3307459369,3253962492,7
3307459369,4050261853,7
3307459369,27528134,7
462258486,833382360162910208,7
167337825,412590654,7
167337825,412590654,7
321718044,80961540,7
3525145755,809827409805643776,7
2372109123,2882893927,7
3360738719,30778812,6
161035312,32513057,6
601197666,2999992556,6
29275869,25073877,9
262889680,276254736,3
2754663167,239049173,3
4446418487,884596530577117184,2
21732970,16667912,2
285951887,553749326,1
23473235,1626294277,0
742763894796587008,292508851,0
203677931,821683196,0
17413178,287568380,0
417292646,21769727,0
86568997,12133382,0
16702863,26294794,0
2435114286,191795989,0
353044763,301309392,0
118566373,217477235,9
831909111289745408,240514888,9
58936294,2854098508,9
789115675641950208,753665929842569216,9
444923648,305440475,9
73514966,222864857,9
2579447023,707518538,9
836017772211630082,287013587,9
86424421,22811975,9
2717935447,1281076298,9
4855526391,425198506,9
479444332,2236632536,9
479444332,493504277,8
479444332,84623395,8
33278902,338660808,8
2177038028,724875938,8
12955332,84623395,8
479444332,24727891,8
752555638899617792,1056130562,8
3700008435,785950386720870400,7
925587491884847104,53736393,7
1377650460,35523312,7
479444332,2437527302,7
2285814558,785950386720870400,6
3010596251,84623395,6
2775869067,248684464,6
3415831919,350351584,3
2806798428,74580436,9
2901877469,701725963,9
89477148,2222199305,9
42916923,14173315,9
534261118,5402612,9
812195818929147904,462104542,9
