877435095157690368,941484314516213760,9
3403704074,941476900362338304,9
378056968,941481744020230149,9
590757526,941481659026804736,9
3403704074,941476900362338304,9
1549717723,941480832329551872,9
4231833855,941480816261193729,9
3403704074,941476900362338304,9
4228728989,941480756496486402,9
3403704074,941476900362338304,9
2289565736,941480618583625729,9
3403704074,941476900362338304,9
871673565090910208,941478375780245504,9
3403704074,941476900362338304,9
420112221,941477767450976256,9
420112221,922889717942800391,0
48921258,941477513657749504,9
3374415376,941280724463898624,5
3319921950,941477332619063298,9
3403704074,941476900362338304,9
48921258,941476986316378112,9
2836703082,941466094799347712,9
3403704074,941476900362338304,9
916984203908022272,941476539589201921,9
187607770,941473985627344896,9
187423547,941473981248495616,9
2470740571,941473698694955008,9
462046861,940637431526813698,0
793914136111394816,941473644617895936,9
462046861,940637431526813698,0
565712121,941473008434028544,9
833300880128606212,941470674060808194,9
462046861,940637431526813698,0
803002339661639680,941469594631491584,9
180949358,854523724921536512,0
2962464960,941469377341169666,9
3374415376,941280724463898624,5
559012267,941468675848126464,9
3374415376,941280724463898624,5
2836703082,941466094799347712,9
630734040,941465349937131521,9
1578821227,941395693146726400,8
830978919142526976,941462833052631040,9
1534875228,941432852654186497,8
1106251982,941461417198346241,9
852709277072601088,941460000446304257,9
786854487960920064,941459322621407232,9
3226282347,905747499154997250,0
1549079918,941459174805966850,9
2684799759,941458380937420800,9
2684799759,941458380937420800,9
159629140,941458347206746113,9
4881861370,941453286279974914,9
507062585,801558801186816000,0
335334419,941452249712222208,9
1534875228,941432852654186497,8
745437780298235904,941448265152724992,9
1534875228,941432852654186497,8
632576154,941446946920677377,9
459161511,940250553338286080,0
250309546,941445793290088448,9
1340918605,941444419676389376,9
68149704,941443280461619200,9
619210197,941442760451620866,9
1586889319,940172245317668865,0
4274753234,941441875860389888,9
1576220563,941439363287719936,9
1534875228,941432852654186497,8
3767738175,941439229476982787,9
1586889319,940172245317668865,0
1586889319,941439228327743489,9
1586889319,940172245317668865,0
800768751805177856,941439227069452288,9
1586889319,940172245317668865,0
1255240662,941439225135882241,9
1586889319,940172245317668865,0
4775365163,941437667094548481,9
4775365163,917110989795061762,0
3239989026,941436472103550976,8
1534875228,941432852654186497,8
928671542,941436021488652291,8
20321789,941405846881357824,8
97765991,941435658098434049,8
96406456,941435117951750147,8
1534875228,941432852654186497,8
723273208703651841,941434709216722944,8
1534875228,941432852654186497,8
775393928333799424,941433597256335361,8
1534875228,941432852654186497,8
1193301476,941432938742386688,8
1534875228,941432852654186497,8
1534875228,941432852654186497,8
268129526,941432117690535936,8
20124797,941430922632601601,8
230888869,941428792886784000,8
20321789,941405846881357824,8
188529827,941428761999720448,8
369087723,941425520591429632,8
845553265,940204056794095616,0
276983204,941425134241533952,8
731894301047787520,937515227167514625,0
19383954,941423597427363840,8
20321789,941405846881357824,8
2783173695,941421751057166336,8
2419502496,941141179579674624,2
3454503677,941419316779601920,8
30046360,941419296177172480,8
20321789,941405846881357824,8
2692765586,941418063412506624,8
3374415376,941280724463898624,5
237319876,941417899335536640,8
391696274,941415910463692805,8
20321789,941405846881357824,8
899788594847416320,941414968343257090,8
71943991,941411759344283649,8
20321789,941405846881357824,8
465336812,941411376316207106,8
1578821227,941395693146726400,8
86668987,941409378372145153,8
20321789,941405846881357824,8
3048945697,941409138881548295,8
1578821227,941395693146726400,8
1363259378,941408826355535872,8
20321789,941405846881357824,8
32637350,941408804905906176,8
484743323,940692741943644160,0
846601244,941408514660028416,8
20321789,941405846881357824,8
570151428,941408307381723136,8
570151428,938124266150727682,0
19556945,941408054662320128,8
484743323,940692741943644160,0
1315654154,941407776407826432,8
20321789,941405846881357824,8
13593882,941407325063188481,8
133996392,941334776924995585,6
311158670,941407116509593600,8
20321789,941405846881357824,8
77142080,941407058628407298,8
20321789,941405846881357824,8
26350714,941406894748585984,8
20321789,941405846881357824,8
827171944231350272,941406118324113408,8
20321789,941405846881357824,8
35118256,941405966301573120,8
20321789,941405846881357824,8
2575112593,941405960605782016,8
20321789,941405846881357824,8
20321789,941405846881357824,8
97765991,941405498661916672,8
3064831960,941403239228035072,8
1578821227,941395693146726400,8
3051537608,941402014910521344,8
1578821227,941395693146726400,8
603451158,941401144521379841,8
1578821227,941395693146726400,8
615533246,941401109481975808,8
1578821227,941395693146726400,8
277871599,941400825934557185,8
1578821227,941395693146726400,8
614815521,941400323587035138,8
1578821227,941395693146726400,8
2466379230,941400214241468417,8
438085140,941400052806729728,8
1578821227,941395693146726400,8
618440047,941399644596326401,8
1578821227,941395693146726400,8
451983840,941399615747870720,8
1578821227,941395693146726400,8
2446653210,941399199081484288,8
1578821227,941395693146726400,8
2173004028,941398928116846592,8
402000085,941398765440831488,8
1578821227,941395693146726400,8
2447499420,941398566232244224,8
1578821227,941395693146726400,8
271884216,941398540563165184,8
1578821227,941395693146726400,8
1106251982,941397741607051264,8
27451967,941397380791799808,8
431094724,941397311002955776,8
1578821227,941395693146726400,8
413991091,941397274722054144,8
1578821227,941395693146726400,8
20727901,941397165733240833,8
3300833685,941396543806099457,8
2337765968,941396785641095168,8
3138043688,941388590088577024,7
2420927109,941396476080672768,8
2182931880,940935084877778944,0
615219607,941396267552460801,8
1578821227,941395693146726400,8
919357758,941395802710265858,8
1578821227,941395693146726400,8
817153874658107392,941393673106812928,8
18929351,940319871388274688,0
513638316,941393385587380224,8
3374415376,941280724463898624,5
4543199535,941392004302303232,8
817153874658107392,941390684434472961,8
110885762,940278265884708866,0
753345545490485248,941389850560909312,7
1549079918,941389742884773888,7
1549717723,941387862871855105,7
3138043688,941388590088577024,7
1549717723,941387862871855105,7
926153745410543617,941386850022969344,7
1647650990,929343022894141441,0
718486102265491456,941383985787219970,7
3374415376,941280724463898624,5
924173288409939968,941382442098810883,7
10791372,941231561655095296,4
893738065344307200,941382316219420676,7
10791372,941231561655095296,4
52965437,941377485911998465,7
3374415376,941280724463898624,5
1215734562,941376785459154944,7
3374415376,941280724463898624,5
207739604,941376554117955584,7
3374415376,941280724463898624,5
709524198616477696,941376358726422528,7
3131551595,941024429848584192,0
866511499258449920,941376336924471296,7
793982788408066049,937695952592400385,0
814088000,941375117392863237,7
814088000,940708669800534017,0
856805168524005376,941374906981236736,7
2370711679,941374742937956352,7
831462779349512193,941374296928243712,7
3374415376,941280724463898624,5
253246887,941373521892204544,7
305700310,941373325489553408,7
39854571,941372278775848961,7
1155199196,941080365590032384,1
829614807531847680,941368202126295040,7
3155920193,941367637359112192,7
929794942788096000,941368173277966336,7
291471206,941367452298104833,7
3155920193,941367637359112192,7
3767738175,941366523062517761,7
1586889319,939810396617265152,0
1586889319,941366521670045698,7
1586889319,939810396617265152,0
800768751805177856,941366520403386370,7
1586889319,939810396617265152,0
394487104,941364905873215489,7
779027096144412672,941363861453668352,7
