918876674023940098,414477849
918877398413619200,274162219
918877396673146880,8984572
918877396673146880,139423499
918877398829076480,390216128
918877398829076480,20793816
918877398829076480,17220817
918877399265218561,631477214
918877399265218561,32501175
918877399265218561,831981685
918686104617914368,41634520
918877400498401280,129235890
918877401718902785,250188760
918877401718902785,373564351
918877402142597121,19926675
918876499599433728,389039294
918876499599433728,16664681
918877403153358849,305201887
918877404994695170,1909678309
918875489628016640,481330119
918875489628016640,701766661418913792
918875489628016640,3065709269
918875489628016640,550641515
918875489628016640,155608385
918877406718345216,4611508512
918877406718345216,898934738
918877406718345216,4907404707
918877406718345216,4821932109
918877406718345216,2795342280
918877406718345216,609058571
918877406718345216,2920240065
918877406718345216,54886540
918877407880376320,51784319
918877407607705602,505155892
918877409792937985,543889060
918877410933854209,1244874518
918877411198070785,712755195705483265
918877411198070785,222603586
918877411361648640,2961156467
918877411361648640,436029694
918877411420274688,1458202382
918877412754120704,237075851
918605525985759238,18152006
917837295625162753,2882885041
918877412863152128,198634439
918877412863152128,2882885041
918877413848834048,26409209
918877413848834048,24022732
918877413848834048,18590012
918877414339612672,329746058
918877414339612672,4754523444
918877414511353858,442339749
918877417170657281,809887021
918877417170657281,813536684629340160
918877417170657281,28882451
918877417317568517,260605539
918877417317568517,253059865
918877417317568517,1013399942
918877419511078917,824053914001666049
918877422136807427,288531248
918877422799474689,900036640986603525
918877422749192192,109065990
918877422749192192,822215679726100480
918877422845534210,2886681781
918877421335584768,1121265025
918877423785140226,14629315
918877425274097664,3264875632
918876134951084035,1734194539
918876134951084035,79293791
918877426964467713,25073877
918877427467718656,45946953
918824082380148741,35575327
918877429938249728,1247044352
918877430147964930,443141311
918877430147964930,19040598
918877430730731521,18583722
918877431024570369,151106990
918877431066451970,107240573
918877431066451970,251256665
918877430978314241,835208959564861441
918877431716569094,575956704
918877433276727297,66728174
918877218553651200,26968843
918877435436859393,1647232428
918877435436859393,57162282
918877294315237376,542961492
918877433301958657,2268183312
918877436372307968,892808605170245632
918877435151699968,50687788
918877435151699968,313810060
918877437273948161,3332563859
918877437273948161,4226547563
918877437076877312,181754915
918877437076877312,90939188
918877437500575746,2728578875
918877437420859392,832644927880171520
918877437420859392,23260256
918877437420859392,292534379
918877437420859392,3146777341
918877437420859392,333485431
389585453243826176,344501505
918877437483663360,344501505
918876934301417477,53200766
918877437764755456,27469409
918877436305199105,15145073
918877438670753793,17374906
