918877398413619200,918876674023940098
918877398896017409,918707831896805376
918877400095637504,918875288406147072
918877400498401280,918686104617914368
918877401093881856,918834402397999105
918877402456981504,918876499599433728
918877403044335617,918849460859531267
918877406219268096,918863195225210880
918877406521430016,918875489628016640
918877407268036611,918630579788066816
918877407607705602,918852373652692992
918877410442887170,918865371104284672
918877413022621701,918605525985759238
918877412863152128,917837295625162753
918877414012448768,918246288616980480
918877417317568517,918867409645080576
918877421046259712,918856139743289344
918877424368025600,828816775760470021
918877424653238272,917580816271601665
918877425978703872,918876134951084035
918877427652288512,918876848104157184
918877429678137344,918824082380148741
918877429720117248,918876995093540870
918877430047281153,918872108540813317
918877430210859008,918877133912576000
918877432161165313,918877346605813761
918877432894988288,918861035934646272
918877433180368897,918877218553651200
918877434249924609,918857167599493120
918877435055058945,918877294315237376
918877437592854529,918323696313491456
918877437483663360,389585453243826176
918877437500575745,918876934301417477
918877439345823744,918863600055238656
918877443565543424,918816446955900930
918877444227993600,918687269434769412
918877446895570944,918634280309411841
918877448472629248,918614770143645696
918877448720203776,918714487456153600
918877448703537154,918877049741197314
918877449772982274,918843558513270784
918877449773092864,918871317721513984
918877449827516416,916693521322565632
918877452759212032,918825108919037952
918877453002489856,918634280309411841
918877453774442496,918872462615511040
918877454827245568,918706481976897537
918877455875584000,918872649471807488
918877455955480576,918862698024071169
918877457201139712,918204185375576065
918877457570324481,918876990542962688
918877461974196225,918867193835683841
918877462506872832,918877415174053888
918877462666403840,918877271628439553
918877462934753281,918845386822963200
918877462788038656,918874722800193536
918877465254150145,918870612428255234
918877465854009345,918876597800898560
918877466084761604,918585957108006913
918877467305283586,918168969793515520
918877467800154112,918876347132293120
918877468555186181,918875617856237570
918877469519859712,918594569771634688
918877469633056773,918782992654454784
918877470157430786,918619273756635136
918877474078973954,918821736497405952
918877476016836608,857303355651047425
918877477258141697,918847309928071168
918877477476319232,918620061144887296
918877476822102017,918494495813046272
918877478000537600,918875556170448896
918877478273323008,918538536642637825
918877480252932096,918516828221063168
918877481138089985,918875964897136640
918877481850912768,917610653182914560
918877482580922368,918868997420060672
918877485835673602,918831974441250817
918877486179549187,918653363436359681
918877486473269248,918876746002284544
918877487509024768,918237252890787841
918877487467286529,918873049931403264
918877488213905409,918608449109413888
918877490743070720,918823671568855040
918877491640619009,918875051784572928
918877493830045696,918873466610290689
918877494899552256,918830442245251072
918877494161395712,918875331964137472
918877496824750082,918197138508705792
918877496971374592,918466415790837760
918877497554558977,918601605339066369
918877498858983424,918876941272326144
918877499362291712,918505227065741312
918877498510684160,918876375821336577
918877498536022016,918872398094635008
918877501308497920,917440541176066048
918877501828370432,918869279591636992
918877501719437312,918876354745057282
918877504135241728,918695635087269893
918877505884475392,918868884555554817
918877507532701696,918820848475262977
918877508828884994,918874651249356802
918877511588642816,917532904573620224
918877505611816960,918871508142972930
918877513715208192,918876894879256578
918877516269420544,918225623805513728
918877521587814402,918830693269913601
918877521831186433,918543497283633153
918877521680257024,918877416910618625
918877522586042370,918615064503992320
918877522703499264,918531549028634626
918877522221240320,918237252890787841
918877522938552320,917837295625162753
918877523710238720,918876454796103681
918877524351909888,918877159854354432
918877524452458497,918530370508689408
918877525236953088,918851100572348417
918877525216030721,918849609140596737
918877527430565889,918237522597101568
918877529556975617,918872312027348992
918877530245025792,918786654151770113
918877530421153792,918876474978992128
918877530505072640,918872540130562049
918877532908335104,918179926917906432
918877533180977153,918366778539102208
918877532656717825,918875991371669504
918877534103703552,918779801640558597
918877536968421376,918360621023764480
918877539447209985,918832093299396608
918877540424417281,918486532478111745
918877540500074496,918233287239245824
918877543557713920,918870794909966337
918877542647521280,918592208168783872
918877543859736578,918876429915267072
918877544178479104,918877353828323329
918877545793126400,918585348313305090
918877546766356481,918845424672428033
918877547290681344,918565814508322817
918877548070756352,918633438919368704
918877550989885440,918600054205804544
918877552583827457,918730196412444672
918877556438220801,918519382984282112
918877558074089472,918847309928071168
918877560636833794,918815308755828736
918877561379176448,918848537865076736
918877563409154048,918273671503822848
