Id,Text
918877453463859201,Can you recommend anyone for this #job in #Raleigh  NC? https://t.co/tZMbOhmnnX #CustomerService #Hiring #CareerArc
918877525216030721,"You know why America fell? I tell you it was godlessness. Let me say that again - GODLESSNESS!" https://t.co/8WKbQkMrcd
918519382984282112,Ladies  what would you do if you came home and seen this? 😂😍 https://t.co/pz5FmB4OhW
918877477748883456,Doing an #AllStars3 recap show #sueme #carlasnöw
918877497613279233,@avivaloca Knight
918877534527336450,@chipcamel we’re going just meet us there
918877478969421825,Can you recommend anyone for this #job? Crude Transport Driver Laredo  TX - https://t.co/zExCBr0aYg #Transportation #Laredo  TX #Hiring
918877444227993600,Mum's the word! Zip it! https://t.co/JeE7oL629i
918877552550150149,@15redwinea @SimonLuisReyna I'll show you the other packages if you wanna look .... Or the single ones 🙂🙂🙂
918877526310772736,@AmandaTheJedi I don’t think I have a fever
918877503023992832,@WendieMalick Oh I will 😍💚
918877468450107393,To get my tounge pierced today or a tattoo 🤔 #help
918877403044335617,THOSE PEOPLE https://t.co/AzudpM6V07
918877494161395712,Also according to the Constitution Title 18 part 1 chapter 11-227 Trump &amp; Pence is not only ineligible for office &amp;… https://t.co/Pyk436kf7b
828816775760470021,Tweet me your unpopular food opinion
918877556690079744,Cubs' Team Plane Diverted During Flight to Los Angeles https://t.co/ec6r667nMO via @nbcchicago
918877432970493952,This #job might be a great fit for you: Registered Nurses - https://t.co/abk0aFP3qv #Nursing #Gresham  OR #Hiring #CareerArc
918875051784572928,i wanna go out tonight 🤔
918877547290681344,On the floor ? 🙃 https://t.co/gYcgXzv0yJ
918877458014855174,Check Out my #Interview on #Fleshbot @Fleshbot  Its the best interview on who I really am  my story &amp; politics.… https://t.co/J5RHg2C8Qd
918877449789652992,@Zachyy02 @KatiTartaglino Wish I could retweet this ❤️❤️ it was so good seeing you! We need to catch up more though
918877510770704384,@ArloSmartHome Is there a specific reason for this? What if I can’t always give bandwidth to Arlo? https://t.co/6QVLxt3baS
918695635087269893,babe come over
918877481855197185,Can you recommend anyone for this #job in #Westbrook  ME? https://t.co/DovmAKMELS #CustomerService #Hiring #CareerArc
918877403153358849,@YouKnowTori showed OWT!! Your front WISHED she could!! 😭😂🤗🙃
918877480252932096,I wouldve told MY NIGGA he can dip whenever lmao idc what y'all say these 2 of the most SUS niggas in the game. https://t.co/ssaAGB8MnS
918877560645214208,I have so many questions about this picture @realDonaldTrump https://t.co/ORY0Zst7FF
918877452050620416,@TchMeHowToDargy Baseball is terrible. There's a reason why the ratings have been dropping. It's because it's trashistan
918877505783603201,@billoreilly @ChooseToBFree @realDonaldTrump I really miss you Mr. @billoreilly - hope you get back on TV soon. Tha… https://t.co/2CkaVG3npd
918877532107055105,This #job might be a great fit for you: Risk and Compliance Manager - https://t.co/ClE1UhM1QY #Sales #MountainView  CA #Hiring #CareerArc
918877402142597121,I am counting on @RepKevinBrady to protect Texas from Obamacare’s Health Insurance Tax #StoptheHIT https://t.co/K3ZpqZUaM1
918877398413619200,Watch it on @ShawTVThompson channel 11 in Thompson https://t.co/FIDk9LXv8r
918877523970265088,@MichelleObama  will be the first woman to preside  the United States?
918877437764755456,@deborahowens You're welcome! Absolutely!
918877465854009345,Good thing I don’t have a boyfriend https://t.co/3t62cxVtT3
918877519801192449,@djsethduncan There is probably medication for this.
918877448791646210,@codewatzen Growing up sucks. Games and carelessness replaced by work/bills/housework. When did this happen to us?
918877404696780800,Interested in a #job in #Gilford  NH? This could be a great fit: https://t.co/7ZBxuyCDk8 #Retail #Hiring #CareerArc
918877460586000385,@DavidRachford @__0HOUR1_ @USMC @realDonaldTrump Prayers for a full recovery
918877509780828160,See our latest #Waldorf  MD #job and click to apply: Starbucks - Shift Supervisor - https://t.co/AUXYJR6cwJ #Simon #Hospitality #Hiring
918877519172046848,@misfitlady66 @Mags0908 @charletwilliams @anitadroste @carmona_kami @Sue19754453 @ssmith281003 @MyWolfsong… https://t.co/YSzpVEkdSV
918877439345823744,*Bangs toe in the coffee table*  Me: https://t.co/LvKQMKT5vc
918877535118622721,Can you recommend anyone for this #job? Bartender - https://t.co/yySwDE7bf2 #BarLouiejobs #Bartender #Westlake  OH #Hiring
918877438612070400,@AmandaTheJedi Gonna self diagnose this dick
918877477656776704,Almost at 1K followers! Thanks everyone for your support. #x3lcommunity #twitchstreamer #giveaway #liveontwitch #supportsmallstreamers
918466415790837760,Men on Twitter: Cunt! Slut! I'll rape you! Die!  Twitter: "There's nothing we can do" Rose McGowan: Men are trash Twitter: "SHUT IT DOWN"
918877404621426688,decided to do the #spookathon 👻
918877440130371585,@mitchellvii That's the way it should be #AmericaFirst  #MAGA  #Trumpismypresident
918877490743070720,wow I can't wait to watch the entire thing the day it comes out and then sUFFER UNTIL 3 COMES OUT https://t.co/vaz0wGnXPk
918877536968421376,Lmfaoooo I am dying  https://t.co/Y0Z3WlaMGc
918877558879395840,We're #hiring! Click to apply: Custodian - Retail - https://t.co/nlAH4LU6Uj #Retail #Tallulah  LA #Job #Jobs #CareerArc
918877448703537154,@Matt_Martens65 ..... funeral on Dorcas at Len’s house. You name he day and time. https://t.co/r6FCDBpolL
918877407880376320,@grolby "mostly"
918877449747800064,Want to work at Forward Air Transportation Services? We're #hiring in #MountPleasant  SC! Click for details: https://t.co/OzUx6LDbKM #CDL
918877488109023237,Love #sunset #clouds - well  most of the time  #WNY #upperNiagaraRiver #sunlight #bird https://t.co/7OZezgiwy4
918877559365996544,.@MikeBloomberg says focus should not be on who will be president next  but on getting representatives you want ele… https://t.co/4RY24gPMut
