Id,Text
918877413848834048,@glenn_mcan @Mlsessoms @galeabrewer Maybe urbanists aren't doing enough to BE policy makers rather than yell at the… https://t.co/kjDysd8uvx
918877407213424640,🤣😂🤣😂 #RealSinBiti @ Cape Fear Valley Health https://t.co/0UGDcWlp4L
918877407880376320,@grolby "mostly"
918877401609748480,Can you recommend anyone for this #job? barista - Store# 21565  SURREY PARK PLACE - https://t.co/wdsQhzEvIU #CustomerService #Surrey  BC
918877411361648640,@ohbabiiitscat @LoyaltyIsLifeQ Oh my 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️
918834402397999105,It's sad how quick people are to be like "fake woke" lmao no ones "fake woke" we're all learning and growing and unlearning indoctrined shit
918877410933854209,@EnergzdEconomy this is better than rent a rebel
918877404189331457,#Halloween doesn't have to be #scary and neither does buying a #home 👻 Call me today! #FridayThe13th #RealEstate https://t.co/iahywQZ2kn
918877406521430016,Much appreciated  thank you! https://t.co/rOzMhCpM5B
918877402326904833,We're #hiring! Read about our latest #job opening here: Manager  Corporate Finance - https://t.co/LCo3Zyzmnm #Finance #Corning  NY
918877400498401280,@Lrihendry where did our hero go? https://t.co/23Id6aRtBI
918877405296574464,Can you recommend anyone for this #job in #StLouis  MO? https://t.co/rvmOtJMGyu #CustomerService #Hiring #CareerArc
918877401718902785,@RonWyden @Khanoisseur At some point  you have the courage to link Trump the "CON ARTIST" with his #TrumpTaxScam
918877402272432128,We're #hiring! Click to apply: Carhop/Skating Carhop (Server) - https://t.co/AyPW0FwzbW #SONIC #Hospitality #Surprise  AZ #Job #Jobs
918877412863152128,@JaclynCashman #GettoKnow the #Artist @MrPMGlaser 🎨 https://t.co/bXgFHHVkA5 📻https://t.co/7rWBa7yn2P…?amp=1 T 🍽 https://t.co/BdcDOfMhr5
918877400590462976,Interested in a #job in #Carlsbad  CA? This could be a great fit: https://t.co/FxXZ8AxfSB #internship #Hiring
918877406491852800,See our latest #LewisCenter  OH #job and click to apply: Seasonal Holiday Hiring- PT- 8870 Columbus Pike ... - https://t.co/C4BVouhpOS
918877417170657281,@jfreewright  @Valerie80225496 @pollyislove  wish u a happy Friday https://t.co/3Zlj9iPzrL
918877398829076480,When are we going to see some updates to Jean Claude van Johnson @JCVD @amazon @AmazonVideo ?
918877413727199234,I was supposed leave for Texas this morning  but I’m hungover from last night  so that’s a definite no-go.  In other news: #FlyEaglesFly
918876499599433728,@lowkeynokey @latimes Yes we will fighting the redneck white supremacists.. no offense.
918877406345142272,Join the fastest growing US retailer: Esthetician in #Tulsa  OK - click to apply! https://t.co/VKFEmjwrQv #Cosmetology #Job #Jobs #Hiring
918877399952998401,Elementary #school #teachers tell me #weather is their #1 topic that #kids love the most. So I wrote a book about i… https://t.co/tGnSlF1kTs
918877414012448768,And they get mad at us 🤷🏾‍♂️ https://t.co/GLklkDFwjy
918877404650598400,This #job might be a great fit for you: Google Architect - https://t.co/AMXKnCOqNg #IT #Irvine  CA #Hiring #CareerArc
